text	HS
Literally just saw a 10 year old girl wearing a shirt with sparkles that said 'doing my best' fucking same bitch where'd you get that😂😂😂👽⚠✖ https://t.co/24tSFVM9Ps	0
India for Indians.Modiji make the EASTERN BORDER TOTALLY SEALED LIKE WEASTERN BORDER so that not a single infiltrator can come to our land.Those who are talking on behalf of these immigrants must not get support from all of us.Hindus and nationalist   careful https://t.co/QgBgCQZqVq	1
#WWG1WGA #SpyGate #DeclassifyTheDocs #StopTheInvasion https://t.co/ijtr7FSGd1	1
@RobertGBeckel Bobbys a little butt hurt today. Go have a drink and STFU you are the a**hole. I've lost all respect for you. I used to think you spoke real	0
Illegal Aliens have the Audacity to try to enter a U.S Army Base that's  a National Security Risk Here ILLEGALLY for 10 or 30 years get deported !  #RedNationRising  #Immigration #Trump #MAGA #SendthemBack https://t.co/c9Gx4Y9AzN via @nbcchicago	1
@ramzpaul Anyone who, ACTIVELY OR PASSIVELY, subscribes to immigration and especially assimilation is joining the battle to destroy our race, and it makes no difference whether their motivation comes from the Pope, Karl Marx, or Ayn Rand.	1
@ABCPolitics This bitch will be rape by Trump too and then denie it.	1
RT @LaRoccaSpeaks: NOOOOOOO FUCCCKING WAY, WHAT A BITCH!!!!! YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND. YOU CUNT!!!	1
still places on our Bengali (Sylheti) class! it's London's 2nd language! know anyone interested @SBSisters @refugeecouncil @DocsNotCops https://t.co/sOx6shjvMx	0
@RepBarbaraLee Fuck off, you race pimp. #LiberalismIsAMentalDisorder	0
He a whole bitch. Soft. Snitch. Untrustworthy teammate. Just a hoe	0
@sksnky @Schmidt4Donnie @HillaryClinton @dawnresist The filthy skank lost. Time for you loser's to grow up. No one likes whiny little bitchs.	1
@Cawnporiah @nanditathhakur Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. @indiantweeter	0
@SenGillbard Please read the law, the U.S Consitution and SCOTUS opinion @POTUS  has broad authority to regulate #Immigration. since 1952 its a law not a policy.  This  means you can not use lawsits to Strip @POTUS  power #FactsMatter   #Trump #MAGA  #Red	0
@Mikel_Jollett @blackrepublican Thats a lie you can not merge Legal Immigrants with Illegal Aliens Stats to come out with a #FakeState https://t.co/hu0pk06P0j	0
I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult	0
Got it, you are fearful of God so can't speak truth, or Lord Ram will ask for the hundreds of crores collected for his Temple from people https://t.co/gbXOBalF2r	0
@KirkoBrooklyn @asialbx Really? Some cunt that has Oasis lyrics in her bio is gonna tell me something? Stfu bitch, this cunt is crazy.	1
90% refugees which come to Austria are jobless and not trained. They will not be able to run into a workingprocess and will only take socialwelfare. At the moment the country has 3,5 mio. Austrian workers and 1 Mio. foreign workers in down level jobs. https://t.co/R3epc7nhkW	1
25.4 million people around the world are refugees, with no safe place to call home. Will you take a moment today to pray for them?Find more statistics about the global refugee crisis to pray for in UNHCR's latest Global Trends Report. âž https://t.co/cGqvY7btA7 https://t.co/QUopSBY5wA	0
When your whole life is falling apart but you refuse to let them see you sweat https://t.co/Gp3GmVwAMd	0
I was never properly taught how to put on makeup. The only looks I have are fancy whore or daytime slut.	0
Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to be his housedogs and make everything what he like. https://t.co/OO005bPfGk	1
Using my body to be a skank and insulting me? Really classy.Bitch.	1
America ...the facts : REAL DEAL LEADER PRESIDENT TRUMP ....  VS  ....  LIAR LOSER CRIMINAL****  PRESIDENT TRUMP  ****           ....       VS  ....   Jv-failed oragnizer**** AMERICAN LEADER ****            ....        VS ....    scandalous immigrant @realDonaldTrump https://t.co/dqI6affywV	0
Democrats claim I need more diversity and hate immigrants. My immigrant friends from Ukraine, Belarus and Cuba all say Democrats promote the socialism  that they immigrated  to escape. Hmmm. Who knows best?  Survivors of socialism or the people who openly hate me and my country?	0
Good morning, I have news to break to the ' not all men ' folks. I am sorry to disappoint you but men( including your MCM) are trash	0
Enter the Kitchen Authority Bargain Sandwich Maker Sweeps. This little baby is perfect for making quick hot sandwiches like stuffed grilled cheese or pocket pizza!	0
@dblight @womenalsoknow @megankatenelson Hysterical? You said mentoring young women (>50% of student pop) is a peri… https://t.co/p2AicSejVG	0
shut the fuck up bitch dont speak on my country or my people	1
Taking in S. American immigrants does not help these poor people of our country.. Inside Owsley: America's poorest white county @AJEnglish  https://t.co/vhKSZ72Dz8	0
https://t.co/s2nUZwRO0JDr. Subramanian Swamy makes sense! Illegal immigrants have two options:-1. _Go back Home. Because you wanted partition._2. _Merge Pakistan and Bangladesh with us._	1
1/3 Anti-immigrant rhetoric and attacks on immigrants are heating up in Italy. Last week I wrote about whether Italy's electorate is on the same page as its right-wing government.  https://t.co/S7Mtrl9eLt	0
I saw a women driving whilst speaking on the phone I cursed that cunt :)	1
Fleeing for their lives, migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS https://t.co/7OhXa628WV via @YahooNews	1
Who wore it better? https://t.co/F8xzO79fc3	0
10 minutes into free tinder dinner and chill and he gives you this look... 😷 https://t.co/UCKSjwmYZT	0
@GenJohnFKelly @realDonaldTrump @bpolitics Fckin clown. You clearly haven't a fckin clue how economics works. Fckin inbred kunt.	0
If you need a laugh or if you have '80HD' (You'll get that in a sec...), these are hysterical. https://t.co/ASoFljGF9s	0
anti immigrant hardliner as @Axios just described Kris Kobach -- I guess that's liberal news media spin for supporting the enforcement of border laws	0
Sarah Brooke Vs Carmen Skank Pussy Bitch https://t.co/c6Ngr8YvxB #SEXFIGHT via @c4supdates https://t.co/tU5TWzNaAA	0
In recent months, the focus of the media has been on the Rohingya refugees in India or recently about the furor over NRC in Assam. But the fact that Sri Lankan refugees, have been here for nearly 35 years,... https://t.co/JP8gnt6HdR	0
@RedPillBlackMan @Megan4MAGA No 2 ways around it!! Vote Red!!! #MAGA #KAG #BuildTheWall #NoDACA	1
In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.	1
@Vitruvial Same fucking name, cunt bag. Why are you white knight, pussy boy?	0
@101PCHCruzGirl @HernandoDeSot11 @FnicholasR @CodeOfPatriots @dycy5239 @KungFunny @prettylilbot7 @GoodAndBadHabit @NRAHillbilly @raypjrone @GKeile @thatisDVS @JohnnyHuffingt1 @proffitt_judy @MarlaHooch2 @BobPattersonJr1 @callawaykeith @Noirefilmfan1 @Lori	1
Detaining Immigrant Kids Is Now a Billion-Dollar Industry https://t.co/UzBb8BnBQh	0
Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree https://t.co/8wUftHLbzI via @bluelivesmtr	0
@MaliceDaFirenze Did you make this? It's hysterical XD Really, really accurate about that group. The only thing mis… https://t.co/oeLasNK9nz	0
#Trump officials may succeed in changing the “refugee status” of some #Palestinian refugees BUT they will never succeed in taking away the national identity of 7.2 million Palestinian refugees or their right of return! https://t.co/CnJfvCK3OW	0
Spoken like a true globalist. A borderless, one world government has always been their goal. No borders means social mayhem. The more chaos they foment, the more the public will demand an all powerful superstate. Ordo ab chao (out of chaos, order) is their motto. #BuildThatWall	1
85% of Syrian refugee kids live in poverty in Jordan: UN https://t.co/KsrUr2daXp	0
@JulieBorowski Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?	1
ABVP was floated to bypass the ban on RSS. RSS was banned for spreading hate and bigotry through violence and terrorism. Part of ABVP DNA to go around beating up people, curtailing discussion etc #ABVPkaGundaraj DU #SendThemHome	0
@CliveStanden Every woman I have ever known has experienced sexual harassment, assault, or rape. To say 'my bad' i… https://t.co/ZaE0ue8HWx	0
Hysterical pant -wetting liberals in full flow Grow up the lot of you #FoxAche https://t.co/GdYMMDfI2v	0
Zeebrugge struggles with problem of trans-migrants https://t.co/SC4RHKOifu	0
One plan the White House reportedly is considering would allow no more than 25,000 #refugees to be resettled in the U.S., representing a cut of more than 40 percent from this year’s limit. https://t.co/PZdRby44j8	0
@MailOnline Europe being bullied again by Islamic countries Â£2billion for what ? short time fixes 75 million immigrants no thanks .	1
Our latest story about Chicago's shelters for immigrant children -- with important, disturbing new information --  is now up in Spanish. And you can read it here in English, too:  https://t.co/QjllmUkzri   https://t.co/J80c0qqkBU	0
@SAMeherebr0 you probably ruined all yours. Considering you're a woman	1
Yemenis are the fastest growing refugee population in Jordan. https://t.co/skRafZhM4i	0
THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter https://t.co/CRywZX1rQJ	0
bitch stfu w the twitter fingers & step to me in real life hoe	1
No bitch you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty! #AttentionWhores	1
@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!	1
RT @JacobScottStill: If you're a girl and don't make me food when I ask/tell, there's a good chance I might just hit you #MaleDominance	1
Package Thief Slips And Breaks Her Leg - Instant justice via @YouTube Stupid fucking bitch. Deserved every bit of that. Cunt. LOLOL	1
@bruce_stanton Its no different in Canada folks:  Access to  White people is NOT a human right.It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant https://t.co/fHqxTeSQ76	1
Italy tests EU’s hailed migrant agreement as Conte refuses to accept 450 rescued migrants https://t.co/8pJoEQxSfo	0
I didn’t realize girls who wear huge bows in their hair called other women “cunt”. “Northern Bell’s” must be bred t… https://t.co/gSnQECCSY1	0
@Ohio_Buckeye_US @SandraTXAS Wake up America! Any politician advocating for open borders & not sending back illegal criminals back to where they came from is complicit in these horrific crimes, especially when it involves a child! #BuildThatWall	1
Tactics of Left/Soros Network:@AmnestySlovenia, smugglers &amp; migrants falsely accuse border guards of brutality in effort to intimidate. Attacks very harmful to guards-citizens they protect.Disrupt deports &amp; smear  @matteosalvinimi but UN irrelevant, toothless, obsolete.Onward! https://t.co/iITLr4H24r	1
ðŸ‡ªðŸ‡¸Spain: 'Spain sets up migrant command center amid summer surge in arrivals'Very disappointed in that great country. They are actively giving away their country.	1
@MorinBois I know fucker bitch i rode with you one time remember cunt whore? Never again will i fuck around with the fuck around 😂😂	1
Online seller, pls display price you cunt!	0
Interesting use of SC experiment on social issue by well-known scholars - results are not good news from the humanistic perspective though: From welcome culture to welcome limits? Uncovering preference changes over time for sheltering refugees https://t.co/QsxyKUMsBW	0
Says the bitch wit a HAT, WEAVE, & a FULL FACE, in her ICON.... lol fucc outta here you SEWER RAT, GUTTER SLUT, TRO… https://t.co/QmNBWN6uR7	1
@TheRealPerceeP post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… https://t.co/yq6CxkKH0I	1
